ID,text,raw_text,label,raw_label
257,how many movies has lionsgate done,how many movies has lionsgate done,0000000000000000000000010000000000000000000000,movie.production_companies
258,how many movies did richard|lester direct,how many movies did richard|lester direct,0000000000000100000000000000000000000000000000,movie.directed_by
259,how many films has taye|diggs been in,how many films has taye|diggs been in,0000000000000000000000000000001000000000000000,movie.starring.actor
260,how many movies has ray|stark produced,how many movies has ray|stark produced,0000000000000000000000100000000000000000000000,movie.produced_by
261,how many producers did the movie the hitch have,how many producers did the movie the hitch have,0000000000000000000000100000000000000000000000,movie.produced_by
262,how many movies has charles|vidor directed,how many movies has charles|vidor directed,0000000000000100000000000000000000000000000000,movie.directed_by
263,how many movies has kristen|stewart made,how many movies has kristen|stewart made,0000000000000000000000000000001000000000000000,movie.starring.actor
264,i wonder how many movies hitchcock was in that he directed,i wonder how many movies hitchcock was in that he directed,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
265,how many movies has spielberg directed,how many movies has spielberg directed,0000000000000100000000000000000000000000000000,movie.directed_by
266,how many films did robert|wise direct,how many films did robert|wise direct,0000000000000100000000000000000000000000000000,movie.directed_by
267,how many movies has tom|cruise starred in,how many movies has tom|cruise starred in,0000000000000000000000000000001000000000000000,movie.starring.actor
268,how many movies did scorsese direct,how many movies did scorsese direct,0000000000000100000000000000000000000000000000,movie.directed_by
269,how many movies has angelina|jolie been in,how many movies has angelina|jolie been in,0000000000000000000000000000001000000000000000,movie.starring.actor
270,how many movies did victor|fleming direct,how many movies did victor|fleming direct,0000000000000100000000000000000000000000000000,movie.directed_by
271,how many movies has woody|allen directed,how many movies has woody|allen directed,0000000000000100000000000000000000000000000000,movie.directed_by
272,how many movies has darla anderson produced,how many movies has darla anderson produced,0000000000000000000000100000000000000000000000,movie.produced_by
273,how many films did hitchcock direct,how many films did hitchcock direct,0000000000000100000000000000000000000000000000,movie.directed_by
274,how many movies did hitchcock direct,how many movies did hitchcock direct,0000000000000100000000000000000000000000000000,movie.directed_by
275,how many movies has tom|hanks starred in,how many movies has tom|hanks starred in,0000000000000000000000000000001000000000000000,movie.starring.actor
276,how many woody|allen movies starred diane|keaton,how many woody|allen movies starred diane|keaton,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
277,how many films has ed|harris starred in,how many films has ed|harris starred in,0000000000000000000000000000001000000000000000,movie.starring.actor
278,how many movies are made in the united states,how many movies are made in the united states,0000000000010000000000000000000000000000000000,movie.country
279,where was footnote made,where was footnote made,0000000000010000000000000000000000000000000000,movie.country
280,what country did the|flowers|of|war come from,what country did the|flowers|of|war come from,0000000000010000000000000000000000000000000000,movie.country
281,country of le|havre,country of le|havre,0000000000010000000000000000000000000000000000,movie.country
282,what country does the movie kati patang comes from,what country does the movie kati patang comes from,0000000000010000000000000000000000000000000000,movie.country
283,show me the name of the country for the movie thoda pyaar thoda magic,show me the name of the country for the movie thoda pyaar thoda magic,0000000000010000000000000000000000000000000000,movie.country
284,can you tell me which country the movie kati patang comes from,can you tell me which country the movie kati patang comes from,0000000000010000000000000000000000000000000000,movie.country
285,i need to know the name of the country to which the movie kati patang belongs to,i need to know the name of the country to which the movie kati patang belongs to,0000000000010000000000000000000000000000000000,movie.country
286,show me the name of the country from which the movie kati patang comes,show me the name of the country from which the movie kati patang comes,0000000000010000000000000000000000000000000000,movie.country
287,can you tell me which country does thoda pyaar thoda magic belongs to,can you tell me which country does thoda pyaar thoda magic belongs to,0000000000010000000000000000000000000000000000,movie.country
288,give me the name of the country for the movie thoda pyaar thoda magic,give me the name of the country for the movie thoda pyaar thoda magic,0000000000010000000000000000000000000000000000,movie.country
289,i need to know which country does the movie thoda pyaar thoda magic belongs to,i need to know which country does the movie thoda pyaar thoda magic belongs to,0000000000010000000000000000000000000000000000,movie.country
290,country that made a|separation,country that made a|separation,0000000000010000000000000000000000000000000000,movie.country
291,what country is godzilla,what country is godzilla,0000000000010000000000000000000000000000000000,movie.country
292,country of weekend,country of weekend,0000000000010000000000000000000000000000000000,movie.country
293,i would like to search for what country cell 21 is from,i would like to search for what country cell 21 is from,0000000000010000000000000000000000000000000000,movie.country
294,look for what country cell 21 is from,look for what country cell 21 is from,0000000000010000000000000000000000000000000000,movie.country
295,what country is cell 21 from,what country is cell 21 from,0000000000010000000000000000000000000000000000,movie.country
296,what country did black|beauty come from,what country did black|beauty come from,0000000000010000000000000000000000000000000000,movie.country
297,i need to know where trainspotting comes from,i need to know where trainspotting comes from,0000000000010000000000000000000000000000000000,movie.country
298,tell me where is trainspotting from,tell me where is trainspotting from,0000000000010000000000000000000000000000000000,movie.country
299,which country made elizabeth,which country made elizabeth,0000000000010000000000000000000000000000000000,movie.country
300,where was trainspotting made,where was trainspotting made,0000000000010000000000000000000000000000000000,movie.country
301,what country did shindler|s|list come from,what country did shindler|s|list come from,0000000000010000000000000000000000000000000000,movie.country
302,which country is this movie from,which country is this movie from,0000000000010000000000000000000000000000000000,movie.country
303,show me where black|swan is from,show me where black|swan is from,0000000000010000000000000000000000000000000000,movie.country
304,where was black|swan produced,where was black|swan produced,0000000000010000000000000000000000000000000000,movie.country
